order_id,order_date,customer_name,region,city,product_name,category,subcategory,quantity,unit_price,total_amount,payment_method,channel,status
ORD-2023000375,2025-06-02,Customer_168,East,Nanjing,The Great Novel,Books,Fiction,4,26.52,106.08,Alipay,Third-party,Cancelled
ORD-2023000376,2024-01-25,Customer_105,South,Shenzhen,ThinkPad X1,Electronics,Laptops,3,1275.42,3826.26,COD,Third-party,Shipped
ORD-2023000377,2025-10-02,Customer_40,East,Hangzhou,Canon EOS R6,Electronics,Cameras,1,2161.36,2161.36,Credit Card,Store,Completed
ORD-2023000378,2023-07-18,Customer_7,West,Chengdu,Yoga Mat Premium,Sports,Yoga,5,48.71,243.55,Alipay,Website,Shipped
ORD-2023000379,2025-08-22,Customer_126,North,Tianjin,ThinkPad X1,Electronics,Laptops,3,1518.56,4555.68,WeChat Pay,App,Returned
ORD-2023000380,2025-07-01,Customer_12,West,Chengdu,Dumbbell Set 20kg,Sports,Fitness Equipment,4,85.51,342.04,WeChat Pay,Phone,Cancelled
ORD-2023000381,2023-07-18,Customer_22,East,Shanghai,Running Shoes Pro,Sports,Running,5,129.41,647.05,WeChat Pay,Third-party,Cancelled
ORD-2023000382,2025-12-06,Customer_108,Central,Wuhan,Ceramic Mug Set,Home & Garden,Kitchenware,1,31.96,31.96,COD,Phone,Returned
ORD-2023000383,2023-03-13,Customer_129,South,Guangzhou,Yoga Mat Premium,Sports,Yoga,1,47.45,47.45,COD,Third-party,Returned
ORD-2023000384,2023-12-09,Customer_55,Central,Wuhan,ThinkPad X1,Electronics,Laptops,4,1261.71,5046.84,Alipay,Website,Completed
ORD-2023000385,2023-10-30,Customer_153,West,Chengdu,Organic Coffee Beans,Food & Beverage,Beverages,4,18.2,72.8,WeChat Pay,Store,Completed
ORD-2023000386,2024-07-19,Customer_134,North,Tianjin,Ceramic Mug Set,Home & Garden,Kitchenware,4,29.45,117.8,Bank Transfer,App,Returned
ORD-2023000387,2023-10-31,Customer_146,Central,Changsha,Silk Dress,Clothing,Women's Wear,1,125.69,125.69,COD,Third-party,Completed
ORD-2023000388,2024-12-05,Customer_106,North,Shenyang,ThinkPad X1,Electronics,Laptops,3,1553.23,4659.69,WeChat Pay,Phone,Cancelled
ORD-2023000389,2025-04-05,Customer_37,Central,Changsha,Wool Scarf,Clothing,Accessories,1,35.16,35.16,COD,Third-party,Cancelled
ORD-2023000390,2025-08-31,Customer_69,North,Tianjin,Camping Tent 4P,Sports,Outdoor,2,258.57,517.14,WeChat Pay,App,Shipped
ORD-2023000391,2023-07-21,Customer_59,East,Hangzhou,Running Shoes Pro,Sports,Running,4,165.01,660.04,Alipay,Store,Cancelled
ORD-2023000392,2024-01-20,Customer_114,East,Hangzhou,Silk Dress,Clothing,Women's Wear,5,134.63,673.15,Alipay,Phone,Cancelled
ORD-2023000393,2023-05-15,Customer_80,Central,Zhengzhou,Galaxy S24,Electronics,Smartphones,5,977.61,4888.05,COD,Phone,Processing
ORD-2023000394,2024-02-16,Customer_15,Central,Changsha,iPhone 15,Electronics,Smartphones,2,906.92,1813.84,Alipay,App,Cancelled
ORD-2023000395,2025-08-08,Customer_130,North,Tianjin,Dark Chocolate Box,Food & Beverage,Snacks,2,13.97,27.94,Bank Transfer,App,Completed
ORD-2023000396,2025-08-29,Customer_151,South,Guangzhou,Wool Scarf,Clothing,Accessories,5,38.37,191.85,COD,Store,Shipped
ORD-2023000397,2025-03-02,Customer_13,South,Guangzhou,Dark Chocolate Box,Food & Beverage,Snacks,1,14.02,14.02,Alipay,Third-party,Processing
ORD-2023000398,2025-04-18,Customer_132,South,Xiamen,Canon EOS R6,Electronics,Cameras,2,2325.88,4651.76,Credit Card,App,Cancelled
ORD-2023000399,2024-04-03,Customer_65,South,Xiamen,Sony WH-1000XM5,Electronics,Headphones,5,380.5,1902.5,COD,Store,Shipped
ORD-2023000400,2025-08-13,Customer_78,West,Chongqing,Dumbbell Set 20kg,Sports,Fitness Equipment,4,82.38,329.52,COD,Third-party,Cancelled
ORD-2023000401,2025-02-05,Customer_144,Central,Wuhan,iPhone 15,Electronics,Smartphones,5,1148.68,5743.4,COD,Third-party,Shipped
ORD-2023000402,2024-07-20,Customer_164,East,Nanjing,ThinkPad X1,Electronics,Laptops,4,1215.94,4863.76,WeChat Pay,Store,Shipped
ORD-2023000403,2023-04-27,Customer_154,East,Shanghai,AirPods Pro,Electronics,Headphones,5,268.83,1344.15,Bank Transfer,Store,Processing
ORD-2023000404,2025-05-07,Customer_104,North,Shenyang,Wool Scarf,Clothing,Accessories,3,36.19,108.57,Bank Transfer,App,Returned
ORD-2023000405,2025-09-01,Customer_172,Central,Wuhan,Camping Tent 4P,Sports,Outdoor,2,315.71,631.42,WeChat Pay,Third-party,Shipped
ORD-2023000406,2025-08-22,Customer_33,South,Xiamen,Ceramic Mug Set,Home & Garden,Kitchenware,2,27.21,54.42,WeChat Pay,Third-party,Processing
ORD-2023000407,2024-09-20,Customer_108,East,Nanjing,MacBook Air,Electronics,Laptops,2,1146.95,2293.9,WeChat Pay,Store,Shipped
ORD-2023000408,2023-05-26,Customer_121,Central,Zhengzhou,Leather Boots,Clothing,Footwear,1,157.59,157.59,Alipay,Third-party,Completed
ORD-2023000409,2023-11-05,Customer_36,West,Xi'an,Yoga Mat Premium,Sports,Yoga,4,42.44,169.76,Alipay,Store,Cancelled
ORD-2023000410,2024-01-05,Customer_200,Central,Zhengzhou,AirPods Pro,Electronics,Headphones,3,276.07,828.21,Credit Card,Phone,Shipped
ORD-2023000411,2024-07-14,Customer_54,South,Guangzhou,Data Science 101,Books,Non-Fiction,1,42.56,42.56,Alipay,Third-party,Processing
ORD-2023000412,2025-05-29,Customer_104,West,Chengdu,AirPods Pro,Electronics,Headphones,5,244.05,1220.25,Bank Transfer,Phone,Cancelled
ORD-2023000413,2023-01-29,Customer_83,North,Beijing,Ceramic Mug Set,Home & Garden,Kitchenware,2,31.01,62.02,COD,Website,Completed
ORD-2023000414,2024-12-06,Customer_80,North,Shenyang,Canon EOS R6,Electronics,Cameras,2,2644.09,5288.18,Alipay,App,Cancelled
ORD-2023000415,2023-04-04,Customer_77,Central,Changsha,Yoga Mat Premium,Sports,Yoga,2,42.61,85.22,WeChat Pay,Phone,Returned
ORD-2023000416,2023-10-02,Customer_88,Central,Changsha,Camping Tent 4P,Sports,Outdoor,4,333.8,1335.2,Bank Transfer,Store,Processing
ORD-2023000417,2023-09-26,Customer_55,South,Guangzhou,iPhone 15,Electronics,Smartphones,2,916.38,1832.76,Credit Card,Third-party,Returned
ORD-2023000418,2024-06-07,Customer_198,South,Shenzhen,Dumbbell Set 20kg,Sports,Fitness Equipment,1,85.67,85.67,COD,Third-party,Completed
ORD-2023000419,2023-02-10,Customer_13,Central,Wuhan,Organic Coffee Beans,Food & Beverage,Beverages,1,20.91,20.91,Credit Card,Phone,Cancelled
ORD-2023000420,2023-11-10,Customer_53,West,Chengdu,Ceramic Mug Set,Home & Garden,Kitchenware,3,28.78,86.34,Credit Card,Store,Cancelled
ORD-2023000421,2023-10-08,Customer_108,North,Shenyang,Standing Desk,Home & Garden,Furniture,3,517.38,1552.14,Credit Card,Third-party,Returned
ORD-2023000422,2024-02-14,Customer_200,North,Tianjin,ThinkPad X1,Electronics,Laptops,1,1398.05,1398.05,WeChat Pay,Third-party,Processing
ORD-2023000423,2025-10-13,Customer_54,East,Nanjing,Silk Dress,Clothing,Women's Wear,3,115.86,347.58,Bank Transfer,Store,Processing
ORD-2023000424,2025-10-08,Customer_39,North,Beijing,Organic Coffee Beans,Food & Beverage,Beverages,1,22.43,22.43,Credit Card,Third-party,Completed
ORD-2023000425,2024-08-29,Customer_68,North,Tianjin,Data Science 101,Books,Non-Fiction,2,49.34,98.68,Bank Transfer,App,Completed
ORD-2023000426,2024-10-02,Customer_110,South,Shenzhen,Yoga Mat Premium,Sports,Yoga,3,53.43,160.29,Credit Card,App,Completed
ORD-2023000427,2025-06-15,Customer_160,North,Beijing,Organic Coffee Beans,Food & Beverage,Beverages,2,18.96,37.92,WeChat Pay,App,Shipped
ORD-2023000428,2025-07-23,Customer_70,East,Shanghai,ThinkPad X1,Electronics,Laptops,4,1357.14,5428.56,Bank Transfer,Phone,Cancelled
ORD-2023000429,2023-11-23,Customer_27,South,Shenzhen,AirPods Pro,Electronics,Headphones,1,284.97,284.97,Bank Transfer,Third-party,Cancelled
ORD-2023000430,2025-01-04,Customer_157,Central,Changsha,Leather Boots,Clothing,Footwear,2,164.31,328.62,Credit Card,Website,Cancelled
ORD-2023000431,2024-06-19,Customer_168,West,Chengdu,Silk Dress,Clothing,Women's Wear,4,111.43,445.72,WeChat Pay,App,Returned
ORD-2023000432,2024-11-23,Customer_133,Central,Changsha,LED Floor Lamp,Home & Garden,Lighting,2,101.76,203.52,COD,Third-party,Completed
ORD-2023000433,2025-02-27,Customer_39,West,Xi'an,Canon EOS R6,Electronics,Cameras,4,2383.36,9533.44,COD,Third-party,Completed
ORD-2023000434,2025-10-12,Customer_43,North,Shenyang,Sony WH-1000XM5,Electronics,Headphones,5,385.52,1927.6,Credit Card,Phone,Shipped
ORD-2023000435,2025-02-14,Customer_104,South,Guangzhou,Running Shoes Pro,Sports,Running,1,149.31,149.31,Alipay,App,Cancelled
ORD-2023000436,2025-07-04,Customer_81,West,Xi'an,Leather Boots,Clothing,Footwear,1,176.01,176.01,Credit Card,Phone,Completed
ORD-2023000437,2023-01-01,Customer_24,North,Tianjin,Silk Dress,Clothing,Women's Wear,1,131.21,131.21,COD,Third-party,Shipped
ORD-2023000438,2025-01-14,Customer_14,Central,Changsha,iPad Air,Electronics,Tablets,4,679.93,2719.72,Alipay,Phone,Shipped
ORD-2023000439,2025-01-14,Customer_184,Central,Changsha,The Great Novel,Books,Fiction,4,26.61,106.44,Bank Transfer,App,Completed
ORD-2023000440,2024-08-20,Customer_141,South,Shenzhen,Camping Tent 4P,Sports,Outdoor,3,328.59,985.77,COD,Store,Completed
ORD-2023000441,2025-04-18,Customer_28,North,Beijing,Wool Scarf,Clothing,Accessories,2,42.77,85.54,WeChat Pay,Third-party,Processing
ORD-2023000442,2024-01-26,Customer_184,South,Shenzhen,Denim Jacket,Clothing,Men's Wear,2,77.98,155.96,WeChat Pay,App,Cancelled
ORD-2023000443,2025-07-11,Customer_118,North,Shenyang,Organic Coffee Beans,Food & Beverage,Beverages,5,17.73,88.65,COD,Third-party,Processing
ORD-2023000444,2025-06-05,Customer_150,West,Chengdu,Standing Desk,Home & Garden,Furniture,1,506.97,506.97,Bank Transfer,Third-party,Processing
ORD-2023000445,2024-10-21,Customer_130,Central,Wuhan,AirPods Pro,Electronics,Headphones,1,240.59,240.59,Bank Transfer,Phone,Returned
ORD-2023000446,2025-07-16,Customer_35,South,Guangzhou,Denim Jacket,Clothing,Men's Wear,3,90.15,270.45,Alipay,Phone,Returned
ORD-2023000447,2024-03-21,Customer_52,Central,Zhengzhou,Dark Chocolate Box,Food & Beverage,Snacks,5,16.61,83.05,Alipay,Third-party,Shipped
ORD-2023000448,2024-10-22,Customer_182,East,Nanjing,AirPods Pro,Electronics,Headphones,2,249.29,498.58,Credit Card,Store,Returned
ORD-2023000449,2025-12-29,Customer_74,West,Xi'an,LED Floor Lamp,Home & Garden,Lighting,4,93.65,374.6,Bank Transfer,App,Returned
ORD-2023000450,2023-04-26,Customer_52,North,Beijing,Denim Jacket,Clothing,Men's Wear,2,68.41,136.82,WeChat Pay,Website,Shipped
ORD-2023000451,2023-03-08,Customer_92,East,Shanghai,Galaxy S24,Electronics,Smartphones,3,819.17,2457.51,Bank Transfer,App,Returned
ORD-2023000452,2025-11-12,Customer_179,Central,Wuhan,Data Science 101,Books,Non-Fiction,5,48.32,241.6,WeChat Pay,App,Cancelled
ORD-2023000453,2023-04-21,Customer_4,West,Chongqing,Organic Coffee Beans,Food & Beverage,Beverages,3,22.78,68.34,WeChat Pay,Website,Returned
ORD-2023000454,2024-02-07,Customer_199,West,Chengdu,Data Science 101,Books,Non-Fiction,3,53.82,161.46,Alipay,Store,Cancelled
ORD-2023000455,2025-11-18,Customer_31,South,Xiamen,MacBook Air,Electronics,Laptops,2,1365.35,2730.7,Bank Transfer,App,Cancelled
ORD-2023000456,2024-06-06,Customer_2,East,Nanjing,Running Shoes Pro,Sports,Running,2,133.84,267.68,WeChat Pay,Phone,Processing
ORD-2023000457,2024-09-08,Customer_126,North,Beijing,Camping Tent 4P,Sports,Outdoor,5,258.71,1293.55,COD,Third-party,Shipped
ORD-2023000458,2024-01-12,Customer_134,North,Shenyang,Camping Tent 4P,Sports,Outdoor,5,273.88,1369.4,Credit Card,Third-party,Processing
ORD-2023000459,2024-03-29,Customer_55,West,Xi'an,Ceramic Mug Set,Home & Garden,Kitchenware,4,25.45,101.8,WeChat Pay,Store,Shipped
ORD-2023000460,2023-01-19,Customer_30,East,Shanghai,The Great Novel,Books,Fiction,5,24.8,124.0,WeChat Pay,Phone,Processing
ORD-2023000461,2024-10-19,Customer_98,Central,Changsha,Canon EOS R6,Electronics,Cameras,1,2635.86,2635.86,Credit Card,Phone,Shipped
ORD-2023000462,2025-02-06,Customer_132,Central,Changsha,Yoga Mat Premium,Sports,Yoga,1,55.05,55.05,COD,Phone,Cancelled
ORD-2023000463,2023-06-18,Customer_25,North,Tianjin,Data Science 101,Books,Non-Fiction,2,47.3,94.6,Alipay,Third-party,Returned
ORD-2023000464,2024-03-12,Customer_176,North,Shenyang,MacBook Air,Electronics,Laptops,2,1260.27,2520.54,Bank Transfer,App,Processing
ORD-2023000465,2023-11-11,Customer_7,Central,Changsha,Silk Dress,Clothing,Women's Wear,1,138.55,138.55,Bank Transfer,Store,Completed
ORD-2023000466,2023-05-25,Customer_148,North,Beijing,Galaxy S24,Electronics,Smartphones,2,978.35,1956.7,Alipay,Store,Cancelled
ORD-2023000467,2023-02-04,Customer_100,West,Chongqing,Data Science 101,Books,Non-Fiction,4,48.99,195.96,Credit Card,Third-party,Completed
ORD-2023000468,2023-05-29,Customer_92,Central,Wuhan,LED Floor Lamp,Home & Garden,Lighting,1,94.36,94.36,COD,App,Shipped
ORD-2023000469,2025-06-15,Customer_98,East,Nanjing,MacBook Air,Electronics,Laptops,3,1294.42,3883.26,Bank Transfer,App,Cancelled
ORD-2023000470,2024-08-27,Customer_163,South,Xiamen,Canon EOS R6,Electronics,Cameras,2,2683.99,5367.98,Alipay,Store,Shipped
ORD-2023000471,2023-01-11,Customer_147,North,Shenyang,Ceramic Mug Set,Home & Garden,Kitchenware,2,25.72,51.44,COD,Phone,Returned
ORD-2023000472,2024-12-05,Customer_55,Central,Wuhan,Yoga Mat Premium,Sports,Yoga,2,52.65,105.3,Bank Transfer,Third-party,Processing
ORD-2023000473,2024-02-02,Customer_30,South,Shenzhen,Canon EOS R6,Electronics,Cameras,5,2749.96,13749.8,Alipay,Third-party,Completed
ORD-2023000474,2023-05-18,Customer_65,Central,Zhengzhou,Data Science 101,Books,Non-Fiction,5,43.59,217.95,Credit Card,Website,Returned
ORD-2023000475,2024-04-25,Customer_26,West,Chongqing,Dumbbell Set 20kg,Sports,Fitness Equipment,2,93.57,187.14,WeChat Pay,Third-party,Completed
ORD-2023000476,2024-09-18,Customer_178,South,Guangzhou,Wool Scarf,Clothing,Accessories,4,36.99,147.96,COD,Website,Returned
ORD-2023000477,2024-10-03,Customer_64,Central,Zhengzhou,Camping Tent 4P,Sports,Outdoor,4,269.28,1077.12,Alipay,Phone,Shipped
ORD-2023000478,2025-08-05,Customer_115,East,Shanghai,Organic Coffee Beans,Food & Beverage,Beverages,3,22.26,66.78,WeChat Pay,Store,Cancelled
ORD-2023000479,2024-07-28,Customer_36,Central,Wuhan,Sony WH-1000XM5,Electronics,Headphones,5,305.23,1526.15,COD,Website,Shipped
ORD-2023000480,2023-03-05,Customer_149,North,Shenyang,MacBook Air,Electronics,Laptops,1,1324.75,1324.75,COD,Phone,Returned
ORD-2023000481,2025-08-24,Customer_168,South,Shenzhen,Ceramic Mug Set,Home & Garden,Kitchenware,3,29.38,88.14,Alipay,Store,Cancelled
ORD-2023000482,2025-11-11,Customer_24,South,Xiamen,Yoga Mat Premium,Sports,Yoga,2,48.48,96.96,Bank Transfer,Store,Returned
ORD-2023000483,2025-11-18,Customer_36,North,Shenyang,Canon EOS R6,Electronics,Cameras,5,2637.07,13185.35,Bank Transfer,Website,Processing
ORD-2023000484,2025-09-17,Customer_92,Central,Changsha,Organic Coffee Beans,Food & Beverage,Beverages,2,21.4,42.8,Credit Card,Website,Cancelled
ORD-2023000485,2024-02-28,Customer_133,South,Shenzhen,Running Shoes Pro,Sports,Running,3,137.11,411.33,WeChat Pay,Phone,Cancelled
ORD-2023000486,2025-12-03,Customer_163,West,Chengdu,Galaxy S24,Electronics,Smartphones,3,791.99,2375.97,WeChat Pay,Store,Returned
ORD-2023000487,2025-01-18,Customer_151,Central,Changsha,Sony WH-1000XM5,Electronics,Headphones,4,365.09,1460.36,Credit Card,Third-party,Shipped
ORD-2023000488,2024-12-07,Customer_125,West,Chengdu,Standing Desk,Home & Garden,Furniture,4,476.98,1907.92,Bank Transfer,Third-party,Completed
ORD-2023000489,2025-11-19,Customer_165,Central,Wuhan,Leather Boots,Clothing,Footwear,2,146.12,292.24,WeChat Pay,Website,Processing
ORD-2023000490,2023-08-31,Customer_170,South,Shenzhen,Dumbbell Set 20kg,Sports,Fitness Equipment,5,94.8,474.0,Alipay,Phone,Shipped
ORD-2023000491,2023-11-27,Customer_166,North,Tianjin,Organic Coffee Beans,Food & Beverage,Beverages,4,19.86,79.44,Bank Transfer,App,Processing
ORD-2023000492,2025-11-15,Customer_11,North,Beijing,LED Floor Lamp,Home & Garden,Lighting,5,79.95,399.75,COD,Website,Completed
ORD-2023000493,2023-02-08,Customer_185,South,Guangzhou,Sony WH-1000XM5,Electronics,Headphones,5,396.98,1984.9,WeChat Pay,App,Processing
ORD-2023000494,2025-04-21,Customer_154,West,Xi'an,Wool Scarf,Clothing,Accessories,4,35.15,140.6,Alipay,Third-party,Processing
ORD-2023000495,2024-12-02,Customer_117,Central,Changsha,Standing Desk,Home & Garden,Furniture,3,449.26,1347.78,COD,Third-party,Completed
ORD-2023000496,2024-02-19,Customer_134,South,Guangzhou,Denim Jacket,Clothing,Men's Wear,2,69.72,139.44,COD,Phone,Processing
ORD-2023000497,2023-03-21,Customer_137,Central,Wuhan,Sony WH-1000XM5,Electronics,Headphones,4,391.05,1564.2,COD,App,Completed
ORD-2023000498,2023-01-03,Customer_199,West,Xi'an,AirPods Pro,Electronics,Headphones,5,251.93,1259.65,Bank Transfer,Third-party,Cancelled
ORD-2023000499,2025-09-14,Customer_197,East,Shanghai,Dark Chocolate Box,Food & Beverage,Snacks,5,14.67,73.35,Bank Transfer,Store,Returned
ORD-2023000500,2024-04-21,Customer_22,Central,Wuhan,Silk Dress,Clothing,Women's Wear,2,119.5,239.0,WeChat Pay,Third-party,Returned
ORD-2023000501,2023-01-15,Customer_148,West,Chongqing,iPad Air,Electronics,Tablets,1,636.58,636.58,COD,App,Returned
ORD-2023000502,2024-10-08,Customer_105,North,Tianjin,Data Science 101,Books,Non-Fiction,2,52.81,105.62,WeChat Pay,App,Processing
ORD-2023000503,2025-05-17,Customer_145,West,Xi'an,LED Floor Lamp,Home & Garden,Lighting,3,82.63,247.89,WeChat Pay,Third-party,Shipped
ORD-2023000504,2025-09-15,Customer_46,West,Chengdu,Silk Dress,Clothing,Women's Wear,5,139.98,699.9,WeChat Pay,Third-party,Returned
ORD-2023000505,2025-03-26,Customer_189,West,Chongqing,Yoga Mat Premium,Sports,Yoga,5,46.71,233.55,Alipay,App,Processing
ORD-2023000506,2025-03-31,Customer_87,West,Xi'an,Sony WH-1000XM5,Electronics,Headphones,1,319.1,319.1,COD,Third-party,Completed
ORD-2023000507,2023-10-25,Customer_121,South,Guangzhou,Data Science 101,Books,Non-Fiction,1,54.55,54.55,COD,Phone,Completed
ORD-2023000508,2023-03-19,Customer_186,North,Tianjin,Canon EOS R6,Electronics,Cameras,3,2184.16,6552.48,Bank Transfer,Phone,Returned
ORD-2023000509,2023-12-25,Customer_164,Central,Zhengzhou,Dark Chocolate Box,Food & Beverage,Snacks,5,13.0,65.0,Bank Transfer,Phone,Completed
ORD-2023000510,2025-11-11,Customer_133,South,Xiamen,Standing Desk,Home & Garden,Furniture,3,453.3,1359.9,Alipay,Third-party,Processing
ORD-2023000511,2023-06-27,Customer_71,North,Tianjin,Canon EOS R6,Electronics,Cameras,1,2855.59,2855.59,Bank Transfer,Store,Cancelled
ORD-2023000512,2023-05-21,Customer_24,West,Xi'an,iPad Air,Electronics,Tablets,5,511.91,2559.55,COD,Store,Returned
ORD-2023000513,2024-02-03,Customer_117,Central,Zhengzhou,Dumbbell Set 20kg,Sports,Fitness Equipment,3,81.69,245.07,Bank Transfer,Third-party,Completed
ORD-2023000514,2023-05-29,Customer_129,East,Shanghai,Silk Dress,Clothing,Women's Wear,5,113.77,568.85,WeChat Pay,Store,Completed
ORD-2023000515,2025-06-25,Customer_97,Central,Zhengzhou,Ceramic Mug Set,Home & Garden,Kitchenware,5,26.83,134.15,COD,Phone,Processing
ORD-2023000516,2023-02-26,Customer_124,East,Hangzhou,Organic Coffee Beans,Food & Beverage,Beverages,4,22.37,89.48,Credit Card,Store,Completed
ORD-2023000517,2025-04-24,Customer_91,West,Xi'an,Canon EOS R6,Electronics,Cameras,2,2724.03,5448.06,COD,Third-party,Completed
ORD-2023000518,2024-12-01,Customer_20,East,Shanghai,Yoga Mat Premium,Sports,Yoga,1,47.51,47.51,COD,Website,Cancelled
ORD-2023000519,2024-01-25,Customer_128,East,Hangzhou,iPad Air,Electronics,Tablets,5,557.5,2787.5,Alipay,Website,Processing
ORD-2023000520,2024-12-30,Customer_40,East,Shanghai,Canon EOS R6,Electronics,Cameras,2,2750.1,5500.2,Credit Card,App,Completed
ORD-2023000521,2025-09-14,Customer_96,West,Xi'an,iPhone 15,Electronics,Smartphones,5,1136.26,5681.3,COD,Store,Cancelled
ORD-2023000522,2025-11-12,Customer_72,Central,Zhengzhou,Wool Scarf,Clothing,Accessories,2,44.67,89.34,Bank Transfer,Website,Returned
ORD-2023000523,2023-03-08,Customer_129,South,Shenzhen,Standing Desk,Home & Garden,Furniture,4,495.75,1983.0,WeChat Pay,Phone,Processing
ORD-2023000524,2023-01-18,Customer_4,West,Chengdu,Dark Chocolate Box,Food & Beverage,Snacks,5,14.81,74.05,Alipay,Phone,Returned
ORD-2023000525,2024-01-19,Customer_141,North,Tianjin,Dumbbell Set 20kg,Sports,Fitness Equipment,5,98.66,493.3,WeChat Pay,Website,Shipped
ORD-2023000526,2025-05-18,Customer_54,West,Xi'an,Camping Tent 4P,Sports,Outdoor,3,270.65,811.95,Bank Transfer,Store,Shipped
ORD-2023000527,2024-04-13,Customer_26,West,Chongqing,Leather Boots,Clothing,Footwear,2,162.41,324.82,WeChat Pay,Website,Returned
ORD-2023000528,2023-11-03,Customer_122,West,Chongqing,iPad Air,Electronics,Tablets,2,652.92,1305.84,Credit Card,Website,Cancelled
ORD-2023000529,2024-10-08,Customer_125,West,Chengdu,Data Science 101,Books,Non-Fiction,5,50.5,252.5,WeChat Pay,Store,Returned
ORD-2023000530,2023-05-03,Customer_56,Central,Wuhan,Denim Jacket,Clothing,Men's Wear,1,83.52,83.52,WeChat Pay,Phone,Completed
ORD-2023000531,2024-06-11,Customer_89,West,Xi'an,Camping Tent 4P,Sports,Outdoor,3,286.53,859.59,Credit Card,Phone,Completed
ORD-2023000532,2023-12-24,Customer_200,East,Nanjing,The Great Novel,Books,Fiction,2,25.57,51.14,WeChat Pay,Store,Shipped
ORD-2023000533,2024-08-09,Customer_119,Central,Zhengzhou,Leather Boots,Clothing,Footwear,1,153.33,153.33,Alipay,Website,Shipped
ORD-2023000534,2023-05-27,Customer_21,West,Xi'an,The Great Novel,Books,Fiction,5,24.28,121.4,Alipay,Store,Processing
ORD-2023000535,2025-03-20,Customer_70,East,Hangzhou,Data Science 101,Books,Non-Fiction,3,53.15,159.45,Bank Transfer,Store,Returned
ORD-2023000536,2023-02-17,Customer_33,Central,Zhengzhou,Silk Dress,Clothing,Women's Wear,2,116.77,233.54,Alipay,Store,Completed
ORD-2023000537,2025-08-27,Customer_141,South,Shenzhen,Denim Jacket,Clothing,Men's Wear,1,69.41,69.41,Credit Card,App,Cancelled
ORD-2023000538,2023-06-22,Customer_168,Central,Wuhan,ThinkPad X1,Electronics,Laptops,3,1448.57,4345.71,Bank Transfer,Store,Processing
ORD-2023000539,2023-09-26,Customer_135,South,Xiamen,Yoga Mat Premium,Sports,Yoga,4,50.86,203.44,Alipay,App,Completed
ORD-2023000540,2024-07-11,Customer_141,East,Hangzhou,Wool Scarf,Clothing,Accessories,4,44.56,178.24,Bank Transfer,Website,Returned
ORD-2023000541,2025-06-09,Customer_135,South,Xiamen,The Great Novel,Books,Fiction,4,25.97,103.88,COD,Store,Shipped
ORD-2023000542,2025-01-19,Customer_106,West,Xi'an,Canon EOS R6,Electronics,Cameras,1,2455.41,2455.41,WeChat Pay,Website,Shipped
ORD-2023000543,2025-08-18,Customer_137,North,Beijing,Standing Desk,Home & Garden,Furniture,2,475.63,951.26,Credit Card,Phone,Cancelled
ORD-2023000544,2023-01-15,Customer_141,East,Shanghai,Silk Dress,Clothing,Women's Wear,3,132.75,398.25,WeChat Pay,Website,Cancelled
ORD-2023000545,2025-03-09,Customer_97,Central,Zhengzhou,Denim Jacket,Clothing,Men's Wear,2,71.02,142.04,Alipay,Store,Completed
ORD-2023000546,2024-07-10,Customer_73,West,Xi'an,Canon EOS R6,Electronics,Cameras,5,2697.32,13486.6,COD,Store,Cancelled
ORD-2023000547,2025-07-21,Customer_159,South,Shenzhen,Sony WH-1000XM5,Electronics,Headphones,2,326.97,653.94,Bank Transfer,Store,Returned
ORD-2023000548,2025-12-31,Customer_6,West,Chengdu,Camping Tent 4P,Sports,Outdoor,1,267.8,267.8,Alipay,App,Shipped
ORD-2023000549,2024-04-21,Customer_24,East,Shanghai,Dark Chocolate Box,Food & Beverage,Snacks,4,16.01,64.04,Alipay,App,Cancelled
ORD-2023000550,2025-10-17,Customer_96,South,Guangzhou,Silk Dress,Clothing,Women's Wear,3,140.06,420.18,Bank Transfer,App,Shipped
ORD-2023000551,2023-05-27,Customer_140,North,Beijing,Galaxy S24,Electronics,Smartphones,3,973.34,2920.02,Bank Transfer,Website,Processing
ORD-2023000552,2024-05-24,Customer_99,East,Hangzhou,iPhone 15,Electronics,Smartphones,1,1141.24,1141.24,Bank Transfer,Website,Completed
ORD-2023000553,2024-03-02,Customer_122,South,Guangzhou,ThinkPad X1,Electronics,Laptops,5,1468.67,7343.35,Bank Transfer,Store,Shipped
ORD-2023000554,2024-06-02,Customer_124,South,Xiamen,Galaxy S24,Electronics,Smartphones,5,904.64,4523.2,WeChat Pay,Website,Shipped
ORD-2023000555,2025-06-08,Customer_84,North,Shenyang,iPad Air,Electronics,Tablets,1,551.55,551.55,Credit Card,Website,Shipped
ORD-2023000556,2023-03-28,Customer_149,Central,Wuhan,Denim Jacket,Clothing,Men's Wear,2,67.36,134.72,Bank Transfer,Third-party,Processing
ORD-2023000557,2024-11-24,Customer_195,East,Shanghai,Canon EOS R6,Electronics,Cameras,2,2498.94,4997.88,Credit Card,App,Shipped
ORD-2023000558,2024-04-21,Customer_82,South,Xiamen,Ceramic Mug Set,Home & Garden,Kitchenware,1,25.74,25.74,COD,Store,Cancelled
ORD-2023000559,2023-10-03,Customer_65,South,Shenzhen,Dark Chocolate Box,Food & Beverage,Snacks,4,14.35,57.4,Credit Card,Phone,Cancelled
